Avg_Area_Income,House_Age,Rooms,Bedrooms,Area_Population,Price,State
60503.00376,7,7,5,49155.50948,1431517.358,MT
52282.12067,7,7,3,45867.87467,1137446.993,AL
54293.14008,5,7,4,49751.63427,1010477.392,AZ
64912.51546,7,6,4,48685.42066,1449033.432,DE
70213.646,6,6,3,34386.42978,1064569.606,MI
48640.10361,4,9,4,33381.23866,607249.4233,MP
64534.46591,4,7,4,52933.67258,1202227.957,SD
58337.23049,5,6,2,38235.0331,816813.5324,KS
78845.76218,6,6,2,54845.49441,1598159.227,OH
74691.9496,5,8,5,55403.09347,1658381.006,AP
68217.68309,6,7,3,49240.84045,1312093.361,ND
55306.14197,6,6,4,32142.94735,647982.6536,SD
69012.76984,7,10,5,33069.76158,1492786.627,NJ
60846.61849,4,8,3,28172.06528,627733.7434,MD
93838.09765,4,9,6,44138.00673,1827500.892,AE
78918.86745,5,7,4,36711.6233,1339254.727,MT
83896.35797,7,5,4,43672.62855,1620949.437,MH
78501.86123,7,7,3,34685.81562,1637944.645,NE
78239.40566,5,7,3,36936.62977,1216888.02,ME
70220.04443,6,7,4,46222.4591,1555497.546,AR
62184.53937,5,7,6,26008.30912,873048.3196,GU
68201.41249,4,6,2,43468.16446,846055.7174,GA
66862.87692,7,6,3,15325.64845,1028493.601,NV
83638.11693,7,7,4,24565.97681,1569600.446,UT
81149.72595,5,7,3,54929.67024,1798232.803,AS
75318.69449,5,9,3,33280.5895,1402146.873,CT
50847.11311,5,5,4,34763.70381,398909.5099,MP
70090.32109,5,6,2,26390.81105,933157.3392,PA
63629.84717,4,8,5,33517.68552,712285.8256,GU
67076.05239,5,7,3,40406.51492,1261927.419,WY
61909.04144,6,7,4,28953.92538,1063964.288,NM
66623.69237,6,7,2,47995.10196,1302029.013,AE
82391.51875,7,8,3,33232.34234,1957891.588,CO
62917.32124,5,6,2,36845.30501,849153.1225,MO
61214.74081,7,8,6,32254.39867,1070720.058,CO
55952.68583,5,6,3,30758.27904,714166.3978,PA
93993.39978,6,5,3,37062.48444,1441882.522,FL
69436.14216,4,8,3,30884.95551,693681.0044,RI
67295.01745,5,7,3,40190.09934,1060123.73,ND
77825.22747,7,7,5,31439.97122,1535262.441,NV
54432.45745,7,8,5,41557.57633,1454681.937,NY
58180.4194,5,8,3,36506.97739,1062593.483,OK
88904.33828,7,6,2,41807.60136,1907859.059,GU
79442.5058,6,6,2,4114.489353,965318.6958,ID
67389.90482,6,6,2,34710.20612,1109639.996,IL
64381.08001,6,7,3,44712.47624,1118595.119,AL
70881.43561,5,8,4,36040.20673,1049661.039,NY
82859.59165,8,7,4,60040.5473,2294647.784,SD
66736.98871,5,7,6,54086.90165,1356062.104,AA
66274.45554,7,5,3,30082.069,989903.6448,VA
64621.638,7,6,3,44288.08724,1499243.168,KY
67285.32054,6,7,2,37956.29441,1160246.73,TX
69916.80939,6,6,2,41686.41285,1302347.574,CA
85802.96828,6,7,4,26139.26853,1553311.161,IA
77459.75786,4,6,4,37910.29498,945252.1918,GU
69612.39772,6,8,6,26489.31324,1158697.6,MH
74898.65868,7,5,3,32530.25631,1261239.272,ID
59483.93282,7,7,3,38894.22736,1257282.159,AS
68527.54131,6,8,4,34977.45191,1279464.647,VI
48278.86016,5,7,6,51148.22512,943854.7279,AA
74333.53507,7,5,2,41440.2007,1404540.758,NC
91118.12723,5,8,5,23038.44982,1296636.271,IN
75667.79128,6,7,2,46782.38518,1450996.038,NJ
81754.91408,6,8,4,42975.61819,1654965.296,VA
62314.21472,6,6,3,48263.03534,1030866.952,AE
64421.25068,7,5,4,42873.0502,1204103.087,VA
68631.71253,5,7,3,39635.82874,1115721.687,AA
60317.77699,4,7,3,32276.03427,606863.1415,OK
58387.97658,7,7,3,28318.26432,971174.9868,NE
62406.53099,5,7,6,30541.09938,1029855.714,MD
81025.44828,6,6,4,25851.03903,1246791.029,TX
75951.57317,6,5,2,35230.80254,1146886.093,LA
73480.21476,6,7,4,19481.38513,1075550.215,PA
67535.20757,7,6,2,32375.82626,1074263.317,AE
61577.42775,7,7,2,34810.29108,1115394.393,NM
73388.47496,5,9,3,41648.10864,1496210.216,ME
57730.322,5,9,6,42451.30628,1299991.951,AP
68101.12429,7,6,4,29827.66647,1446983.542,FM
63513.46697,6,7,4,46819.13057,1257376.174,AA
75866.0416,6,6,2,36698.64905,1549303.499,MI
58696.59298,6,7,3,21434.06366,828477.2913,VT
76415.54528,6,7,2,52719.91594,1642011.345,NC
71090.64685,5,6,2,26030.46371,847387.2058,DE
67470.51038,5,7,2,32200.51534,968082.1645,AR
65244.87642,8,7,6,39757.70431,1495384.004,MI
61249.56709,4,6,3,30288.69855,678721.8842,GA
77502.47402,7,7,4,39075.64028,1427551.145,OR
51445.18675,7,7,5,44966.0678,1093873.291,AP
73956.99148,7,6,2,46775.80866,1653232.551,HI
70221.36202,5,7,3,39692.10555,1178272.297,WA
58354.57408,6,6,3,35765.74921,755843.709,AA
79274.79616,4,8,5,42773.6131,1210366.529,MT
58195.28921,6,7,2,31789.97274,980231.2309,MT
68001.19526,5,7,4,47116.0638,1122083.251,AA
80174.92459,6,7,3,45233.32883,1441376.394,WI
57160.20224,7,7,3,43467.14704,1251794.179,TN
70799.77311,6,7,5,33865.61697,1257217.29,ID
95000.78637,5,8,5,44202.65614,1986811.17,ID
76808.34428,7,7,4,31129.64248,1550242.01,UT
63167.19471,6,8,3,34317.49878,1305127.336,CT
68366.34149,4,5,2,42522.59413,940162.7245,ME
67920.17995,6,7,4,15800.74846,690958.5497,MA
68803.55208,4,8,5,39475.39943,1153029.616,MA
62126.7471,7,8,5,20803.69329,1116487.357,OH
76398.38435,7,6,3,39014.97184,1534171.953,OR
55510.47214,6,8,4,26153.07274,893435.1192,AL
38734.00522,6,6,2,38890.89276,401148.5688,SC
62245.73982,5,8,6,44373.63307,1290755.036,PA
88933.19851,6,7,6,52976.31041,1865071.41,WI
58229.76853,5,8,5,44972.03136,1251430.92,GU
58282.10008,6,6,3,49585.56494,1133910.648,RI
73689.42839,5,9,4,49240.31767,1688093.257,OK
61667.7208,6,7,4,65184.57847,1394132.241,UT
78462.90642,5,6,4,17227.90721,923444.1448,AP
50857.09653,6,9,3,40790.18479,1131533.555,AA
73331.55112,7,7,3,42656.43925,1475700.71,NC
52541.31985,5,7,3,41258.26229,842985.8529,DC
77922.98616,6,6,4,36561.83342,1327718.382,PA
68811.6717,6,6,2,33910.8315,1220700.696,AA
55421.16889,8,8,3,30995.20994,1403176.429,WI
68776.6667,6,7,4,37986.70179,1331656.494,AE
55691.50138,5,8,4,44019.2121,1051567.946,NH
72654.57336,6,8,3,51456.15053,1813857.826,AP
67362.46375,6,7,4,32363.37953,1041237.817,OR
90863.99999,6,6,2,41837.47517,1746086.989,NM
69173.67166,6,6,4,44935.37806,1412881.784,NC
85592.38221,6,8,6,25670.37861,1557626.781,KY
61625.05933,7,7,3,52850.41342,1797105.103,NC
65197.99542,7,6,4,28162.44064,923246.8621,NM
76009.29703,5,5,3,26888.4087,834185.5784,PW
69421.03242,8,7,2,38962.02283,1603749.984,SD
79348.43747,6,6,3,50519.28996,1510996.435,AA
81239.17438,6,8,4,27384.86537,1496539.313,MP
71348.46738,6,8,5,45263.03507,1447325.64,AE
76024.76684,7,9,6,16619.26852,1361841.952,HI
62421.96888,6,7,5,50370.06338,1409977.131,VI
85192.74241,7,7,2,22850.06268,1534111.581,TX
76113.36653,6,7,6,46903.73743,1484688.234,LA
75767.70342,6,8,3,27444.58556,1379169.449,VI
78070.07374,4,8,3,60023.36096,1884385.65,CA
70965.06765,5,7,6,15482.45243,856383.5014,FM
83016.43145,7,6,3,34140.16752,1689512.18,NM
71105.29156,6,8,4,48457.02136,1640185.798,FM
42814.99304,5,6,4,41426.38977,452530.1767,MN
68071.43317,5,6,3,35525.87604,980145.7829,TN
72992.36051,5,8,5,35123.38281,1449409.436,MA
60912.71626,5,7,3,41100.3297,814784.2457,PW
70670.58384,8,8,5,40022.34343,1735637.414,FM
52308.33552,7,6,3,35703.99249,964924.4933,PW
68210.63013,7,7,5,52591.35747,1490718.335,VT
69380.01131,6,8,5,28115.60316,1086186.428,AZ
80366.37481,7,7,4,42775.98296,1759180.044,AP
74775.21983,6,7,2,36903.30849,1315828.86,MO
65210.24231,6,8,3,39286.15766,1137685.116,IN
77336.03095,6,6,4,30222.6912,1446155.18,GA
72661.75013,6,7,4,47048.49001,1602903.281,WY
78656.37837,5,8,3,30157.6295,1440246.33,WV
63824.39454,5,5,4,40086.45875,800146.2261,HI
74625.74474,5,9,4,35548.65189,1491538.499,WI
60749.23427,6,6,3,32891.15941,969323.4858,AP
68780.90722,5,8,6,36591.9573,1055772.871,IA
68923.68486,7,7,4,40903.55891,1299430.176,AA
70190.79644,7,7,2,29215.13611,1340094.966,AE
86690.8733,6,7,3,42589.62439,1723729.655,ME
68935.21956,6,7,5,37908.34665,1214104.934,PW
56851.99571,5,6,2,23915.56442,393639.074,PR
51586.27412,8,7,3,55449.4071,1472539.958,OK
58276.58119,4,6,4,31457.04285,502553.0522,HI
82713.91148,6,5,4,29936.39719,1296223.706,MH
73451.09094,6,6,2,49251.80803,1342814.949,TN
69667.17921,7,7,4,53056.062,1698219.757,OK
59375.18699,5,8,4,20794.8215,555504.1478,MP
66036.73711,6,7,3,45577.30243,1298980.829,AR
65885.13576,8,6,4,34100.91677,1440736.583,NE
77417.22284,6,8,6,26527.29795,1145351.161,OH
78276.40182,7,7,4,29483.35861,1546957.226,DE
67160.85009,6,7,2,33805.32623,1070818.731,TX
81835.86399,8,6,3,51039.38782,1993453.673,PW
61426.00134,4,6,3,45701.33285,891981.0976,AS
80889.66854,7,8,6,12513.68173,1443842.023,TX
91458.32735,4,6,2,34252.72864,1305219.521,AE
59119.58632,5,8,6,45539.12185,1238708.76,NC
77413.92751,6,7,3,28795.1202,1241386.737,MI
60421.75409,6,6,4,32754.83084,849008.7047,NV
79354.05044,7,8,6,39092.18544,1656785.448,MT
63151.1634,8,10,5,42266.29337,1896650.323,TX
68805.02073,6,8,6,40744.09197,1300362.028,AK
78032.88185,4,8,4,35334.63367,1159749.09,ND
76071.78643,7,7,2,15586.3573,1263743.971,NH
63334.56621,7,7,6,35638.53817,1292643.52,SD
63650.8574,6,8,3,46457.01873,1357710.965,FL
66181.91715,5,7,3,25337.01157,945551.1489,NC
71717.19137,6,8,5,51974.84018,1572099.69,KS
74419.53564,8,8,3,48591.39346,2019424.222,MP
59289.68479,7,6,4,29496.94558,831471.5304,IA
72197.37838,7,6,3,34598.97968,1408347.445,GU
69423.9286,6,7,2,36409.13231,1154126.216,SD
64231.68422,4,9,5,59717.66977,1521085.472,WI
66005.31092,5,9,4,43283.93363,1522143.641,DE
82943.88907,6,6,4,50524.73674,1528714.305,DC
71735.97897,6,7,4,38244.58139,1289042.121,SD
57319.95266,7,7,6,44738.39585,1222799.34,VT
72363.20417,5,5,3,42543.54,792174.1738,MT
87678.16324,5,8,3,43805.52189,1753967.477,WA
66404.1655,6,6,5,35977.31916,1149524.699,FM
94295.66325,5,7,6,46014.58222,1876497.269,MN
60891.73222,7,6,3,41217.11682,1045348.23,ME
82264.14522,5,6,3,37581.05338,1323300.72,UT
58666.22577,5,6,2,48132.61901,997239.7078,HI
62497.329,7,7,4,27485.2428,1204939.904,AS
84226.16641,8,8,5,30167.23343,1877941.971,MO
74380.94273,5,8,3,37315.7884,1245053.433,NE
73753.73933,6,6,2,24970.70552,1165990.604,GA
76355.74398,5,7,4,50209.55111,1517152.585,PR
59024.71066,5,6,3,36271.52986,847767.9216,ND
54241.45833,7,7,3,38997.78366,1012269.469,WV
90493.5981,5,7,2,45211.00806,1439431.453,MN
82665.22495,7,6,2,35513.45835,1461511.881,TN
45520.55049,6,8,4,20070.2313,678587.2437,MI
58927.57936,6,4,4,49100.82349,783350.6732,KS
63689.47544,6,9,6,36260.06673,1499552.269,FL
82989.9563,6,8,4,19372.74768,1458422.811,KY
81614.86856,5,6,3,33611.4409,1228879.867,MN
78661.54624,5,6,4,25087.37081,932380.5504,MT
56907.13413,5,7,4,38959.49107,834268.3429,NV
74636.90016,6,9,6,22880.82332,1351007.041,KY
63926.10711,5,6,3,54954.76259,1068786.672,PA
62320.25859,6,8,4,14596.2503,1124396.249,KY
101599.6706,8,7,6,37523.86467,2370231.32,IA
66051.54977,7,8,6,26761.9354,1334952.605,VI
71475.82648,7,6,4,48227.07429,1504441.01,MA
63137.9827,5,7,3,47697.26859,1153435.092,GA
57223.57389,6,8,3,44907.37865,1259357.023,AP
76075.15426,7,6,4,40368.56038,1567745.807,RI
74579.27073,6,7,5,44873.84135,1516419.721,WA
84292.53037,6,7,3,36446.87144,1365151.394,ND
79120.44152,5,5,4,39563.9712,1046030.114,CO
57143.67882,6,7,2,51479.07096,1233965.837,AE
66300.58192,6,6,4,31581.83852,1009769.078,MT
70161.33285,6,6,4,37787.66295,1453597.507,VA
75212.3268,6,7,3,23162.9107,1103206.755,AZ
86762.88286,7,5,2,47724.58136,1571253.531,NH
69180.01607,7,6,2,38114.52633,1400111.497,AE
78010.92038,7,8,4,44157.28659,1822987.82,MO
65192.10563,6,8,4,26228.39458,1174747.551,UT
61325.07891,4,6,2,51406.7399,1147908.529,AE
62617.3292,5,6,3,48372.29885,1124125.921,NY
63970.62442,4,7,3,31944.55257,822934.8313,CA
68860.58581,6,7,3,40542.81391,1448774.971,IL
66701.76617,5,8,4,37752.91522,1063630.928,WV
73823.93879,5,8,3,10555.70282,861657.3994,CO
62995.19212,5,6,4,34347.24318,1034760.04,AK
75864.49781,6,7,3,35756.68694,1240864.154,CT
72687.73327,7,8,5,35427.10591,1442372.044,AA
67059.91769,6,8,6,35294.2836,1390620.168,AA
64705.38341,5,6,2,33900.19875,862407.817,OH
62382.46126,6,7,2,14347.01941,695152.1733,LA
61355.94598,8,6,3,43645.05069,1392537.29,MS
59331.06894,5,8,5,46669.89885,1200653.345,SD
44218.54111,6,9,4,35420.74094,920540.6539,MP
59260.86158,6,7,3,55030.17288,1300433.575,GA
79159.30099,5,6,4,41296.72793,1172188.194,ND
76916.9525,6,6,3,28213.40919,1054732.6,AA
62450.62899,4,6,3,41190.20808,615568.1134,IL
66447.48322,4,8,4,48261.04959,1271396.518,ID
62173.5801,5,6,3,3883.448164,231189.821,IN
59611.33237,6,7,3,40395.08125,1040782.486,WI
65531.10906,6,6,3,39367.45002,1111710.9,AL
52681.22886,5,7,3,44203.08095,885796.2796,AK
53348.62641,6,7,3,36499.84397,809755.6175,NH
53048.67251,7,5,3,46984.15576,1095794.165,AA
74283.06409,6,8,6,21446.34226,1138609.173,AA
50212.43953,7,7,5,20913.65544,873241.9886,AA
75012.34166,7,7,4,42877.42415,1413579.817,CA
81858.57318,7,6,4,32549.99223,1730084.479,GU
53664.0777,4,6,2,57110.64894,996243.4249,NE
89502.84666,4,5,2,40836.13013,1273518.737,GA
51927.98504,6,7,6,32256.63856,970177.1054,IA
75927.35905,6,6,4,22993.63544,1143203.068,PW
84802.7876,5,8,6,35748.33147,1437983.825,OK
66961.66442,7,4,2,33423.29329,1128720.42,MA
86375.55798,6,7,3,39781.74684,1532533.611,SC
59046.44423,7,7,4,37813.71463,1082588.727,HI
68368.40084,6,7,5,28438.89283,1156308.169,MI
61018.60328,5,8,3,43395.73599,1168760.428,NJ
65566.35691,8,7,6,30117.17188,1357575.852,UT
59878.06935,5,7,4,44212.90535,920498.9374,NV
76573.4753,6,9,3,40002.32739,1810782.413,GU
69013.36835,6,6,4,17180.48353,903657.5625,WY
78734.494,8,6,3,36688.16069,1850513.527,IL
59035.95179,7,7,2,34753.41599,1148720.905,NH
83940.12816,5,7,3,34602.378,1492033.205,NC
54920.06339,7,6,3,22835.58443,831168.8337,WV
65554.84252,5,8,6,39239.83825,1130677.466,LA
60168.27409,5,6,3,33460.47314,737202.4576,AA
52540.7971,5,7,3,32090.23024,578309.0862,WA
57182.80245,7,5,4,39293.04063,1112223.008,WI
55470.08186,6,7,2,36246.41293,962531.6649,AL
67877.02334,6,6,2,19524.09855,843650.8279,NY
69439.94296,5,8,5,33995.76662,1217267.934,MS
51874.09569,6,7,3,26197.83908,450307.0174,GU
75655.9136,7,7,3,31225.12327,1663473.121,MA
83973.30119,6,5,4,20159.92165,1164615.968,UT
65987.71144,6,6,3,31771.52976,1263018.127,HI
94292.26363,6,7,5,53620.8905,2197436.875,TX
62938.21671,7,8,3,48947.35792,1721261.812,MN
72124.77146,6,8,5,45415.7213,1670908.662,IA
56398.33365,6,7,4,50909.69708,1148749.933,MH
50665.98873,7,7,5,29726.0146,1154883.288,MO
89475.5597,7,5,2,31070.43183,1707269.528,MT
45633.84195,7,7,2,42371.58426,1108406.786,MA
66875.7269,6,8,4,28819.04314,1256599.179,DE
57849.54551,7,6,2,43048.77792,1180967.735,SC
62881.16212,6,7,2,22580.31276,905435.8429,AR
61091.45388,6,8,4,46536.72488,1450122.715,DE
65973.38432,6,9,3,40765.39799,1382810.706,AS
70280.68819,5,6,2,38916.17469,868694.0737,WI
74428.12576,6,6,2,49465.95154,1471746.555,PR
49500.17911,6,8,5,25186.53741,676377.6614,GA
88905.83826,6,6,2,26964.69492,1462422.256,HI
63858.0795,5,7,5,23808.17907,1036782.245,LA
64044.0325,5,6,4,58887.99941,1122967.385,WI
73035.02576,8,8,4,43408.42046,1877073.575,AP
77722.498,5,8,6,57287.59897,1657363.057,DE
69185.70618,6,9,6,50096.98027,1757395.787,OR
67203.28574,7,7,6,44610.45332,1539084.922,NE
69446.45521,7,9,6,47025.18368,1738788.382,OH
68700.26773,7,7,2,22481.15896,1189466.714,VA
56671.14989,7,6,4,54543.43678,1316793.569,IN
76824.55957,6,7,4,43904.62922,1542970.948,MI
62846.90506,6,5,2,34628.99343,1024973.195,ME
73086.23821,7,6,4,28913.10606,1353182.494,AZ
70072.52186,6,8,6,43181.82465,1594089.241,FM
74881.59853,4,8,5,60895.40817,1501048.204,AK
53288.00325,4,7,3,48927.30443,810537.1484,OK
74245.86605,5,6,4,53039.31613,1270297.545,NV
83112.21224,6,7,4,44876.89971,1591022.904,NC
65243.82232,5,8,6,26710.17833,1040652.839,ME
62926.70115,7,6,2,6248.75608,639471.7361,OH
53302.25924,8,6,2,33222.76188,867898.2822,TX
54965.87502,4,7,4,47460.60701,776125.5971,DC
73704.63223,8,7,2,11637.89291,1202844.374,WY
64675.13046,6,6,3,53742.84199,1346379.985,OK
72392.88504,6,7,4,23997.45355,1014430.121,VA
75033.91777,5,7,2,27355.82979,1373512.302,AE
81291.67049,5,8,4,33097.55641,1454749.807,WV
55992.03459,5,8,3,32032.63777,1166600.457,AA
57108.61844,7,6,2,43511.01799,1093253.491,NY
82373.20843,6,7,4,67701.6498,2130762.0,OR
67433.39994,8,7,3,41030.40891,1719762.308,AP
61088.39361,6,6,2,40426.83517,1019880.653,PA
69650.72903,6,6,3,41608.06466,1296645.375,LA
64163.54181,7,7,3,39354.78926,1372878.534,PA
68606.87005,6,7,3,36084.83774,1117011.106,IA
65739.68602,6,7,4,27721.39364,959734.8133,NY
50709.3539,5,7,3,60199.84255,1074824.816,MP
65083.88009,4,8,3,39498.30028,922054.1319,AA
58726.52921,5,7,3,40771.02861,1017374.023,AA
58593.44792,6,7,2,45694.50757,1227401.539,NM
59466.8656,7,7,3,44825.81265,1226041.783,OK
79619.86427,5,8,3,36156.92049,1411334.219,OK
63134.63942,7,8,6,27554.28687,1317234.043,PA
81699.9209,7,5,4,33957.00203,1250144.012,ID
49863.22687,7,10,5,42056.84712,1389047.558,AA
66835.22012,7,5,3,23523.60198,792449.5431,ND
81301.91984,7,7,4,40860.12048,1860681.947,CO
67350.16774,6,8,4,26076.39086,1110827.822,OH
77947.46436,6,7,5,29660.79658,1539129.364,PW
59941.0184,7,7,2,37853.30134,1132779.837,UT
69876.35717,5,7,6,20038.8619,839629.5122,AA
74909.72422,4,7,2,40193.52872,1243239.003,PR
62209.87231,6,8,4,32529.95072,1104109.035,GU
83372.64234,9,8,4,14502.44477,1664301.512,AA
59273.42234,6,8,6,20353.16099,818289.7642,MD
52916.3676,7,8,4,36105.06961,1062666.366,FM
64714.52416,5,5,4,23836.53843,730043.6451,NC
63427.81053,5,9,6,31689.93323,1307173.872,AR
72885.52312,8,5,2,36711.49426,1464710.206,OH
63780.04015,5,6,4,32010.22811,769851.8034,ND
59709.93311,6,6,3,39383.96586,1012023.399,AS
68275.5812,6,6,4,31383.07069,866328.1313,DC
78556.79705,6,6,3,34677.7243,1222726.564,NM
57471.94317,6,7,5,35822.60168,998702.0371,VT
58583.50845,7,9,6,39910.34268,1644242.137,WV
66537.25272,6,9,6,53721.14129,1817188.451,AP
78269.14256,7,6,2,54954.97189,1553976.234,AE
70562.35851,7,5,3,26073.2223,850593.3377,AS
65594.06739,7,7,3,24580.5637,1179987.324,NY
72493.20944,7,8,4,40722.65597,1554986.695,CA
60757.08121,6,8,5,35561.08441,1281378.174,IN
72920.86775,5,8,3,35656.22969,1125677.604,VT
76134.67776,7,8,3,34956.12616,1705889.887,VA
56957.83521,6,6,2,29498.96419,783565.1025,IA
54642.70628,6,9,6,42987.06573,1355362.956,MH
60018.89377,7,5,3,35188.91826,927181.0664,NJ
67417.11235,6,6,3,36002.29608,1058517.81,ND
56088.6394,6,9,6,44796.58583,1397564.156,NJ
70850.1305,5,5,3,14731.96976,635429.2305,AS
69692.47333,5,6,4,41818.00491,1104701.234,IA
68104.65856,6,7,3,35008.26751,1368134.998,MS
50521.46356,7,7,5,36713.86484,1204117.419,ME
64900.19793,5,7,3,21815.48888,517937.5895,OK
78951.7359,5,6,2,31055.05109,1241182.835,AE
77553.9064,5,9,6,53405.50581,1603627.28,AL
56734.35076,6,8,4,27982.27171,1063206.378,PW
72827.97132,7,4,4,39730.48179,1269293.209,DE
76306.64871,5,7,4,18041.9435,1063399.275,VT
57293.4274,9,8,4,27991.84,1561313.838,NH
65088.08824,6,7,3,39863.17255,1135613.432,OK
67813.67658,6,6,3,30253.85748,1057347.166,PR
52866.90183,7,6,4,31925.89958,772310.2278,IA
55956.67846,6,7,3,32844.56439,989263.2366,AL
56225.55413,6,7,4,35245.74481,699323.2624,PW
71532.97911,8,7,3,28635.37327,1596342.909,NC
70514.42574,4,7,5,52378.25122,1499153.081,NH
54673.52118,4,7,5,39160.55327,770770.5849,MI
58412.28305,6,8,6,22900.11345,1055484.373,OR
64861.91338,6,8,5,25032.13652,1240503.524,ID
82632.04577,5,5,3,13162.97966,900973.3764,AK
71499.80665,6,7,3,27417.11183,1035976.953,FL
75034.52364,6,6,3,25348.47127,1086447.511,MA
55447.08154,7,8,5,37723.28229,1366980.91,TX
80196.24225,7,7,3,48694.86414,1616937.019,AE
60480.05464,7,7,4,46361.63221,1639944.959,ND
40581.77809,4,7,5,48820.23026,509499.589,OK
61932.87262,7,7,4,34143.05076,1200125.447,MS
94392.89788,7,8,6,41462.12742,2142896.556,MH
66236.42588,6,6,4,45921.54242,1301089.712,WA
76771.8852,7,8,4,35690.21885,1860648.745,TX
75851.04366,6,7,4,26831.5434,1283996.968,MO
60509.83846,5,8,5,35376.73383,947355.9701,CA
62052.19499,4,6,4,41722.6619,875799.2473,FM
61657.04354,8,8,4,42285.9628,1483041.335,NV
92609.2277,5,7,5,29421.17133,1508856.424,MO
81038.1448,5,7,2,35371.21257,1302814.489,NM
54012.57272,6,7,5,21653.98468,747396.2531,VA
65573.46111,6,9,3,58195.45703,1723397.089,GA
57335.79077,5,7,6,41826.05082,1059431.451,MO
64098.08147,7,8,3,43769.96713,1309397.049,MS
65212.3664,6,8,5,29582.72278,981232.6124,MI
65256.13923,7,7,3,37875.20166,1389763.822,MD
89488.63976,5,7,6,49089.95912,1599963.807,AE
54415.8328,7,8,3,38937.78577,1208843.277,MO
76674.5221,7,9,6,43156.08678,2059301.343,CA
62702.36894,6,8,3,47285.46168,1272337.504,MO
72788.16706,7,7,3,31765.89773,1390377.375,ID
72415.42799,6,7,4,28885.0533,1212899.219,MS
73896.10342,6,6,3,44256.77913,1393482.85,DC
87541.45288,7,6,3,31044.97947,1603046.179,IN
71843.7589,6,7,4,27676.2714,1063069.916,IN
74141.33111,5,7,3,46905.19295,1068492.613,NM
74101.49304,6,7,3,34628.53932,1337973.732,PR
42943.93601,6,8,3,34468.87383,889831.1511,FM
71267.70625,6,8,4,36795.39817,1308231.769,ND
72655.64873,8,7,4,23623.30007,1612102.097,GU
72531.1338,5,6,4,15167.41107,578161.4955,FM
72259.58273,7,6,2,45598.89674,1454126.551,MO
63593.95114,8,8,6,40186.29337,1684537.961,PR
85696.20394,6,5,4,24138.06628,1347210.092,OK
80077.9305,6,7,5,30774.39431,1603342.669,AP
75339.91582,5,7,5,49307.20981,1383563.574,AP
54618.23625,6,6,4,40673.9221,705444.1168,MA
66829.18388,6,7,4,48776.92661,1418045.719,RI
82760.37627,6,7,4,33839.08519,1457755.979,CO
79769.0529,7,8,5,22669.67412,1617405.425,ME
46800.37259,7,5,4,29587.13853,456019.1712,HI
78186.28294,6,7,4,28130.26592,1348804.229,IN
65091.30918,5,9,5,49224.09281,1579360.825,NH
51218.67826,5,7,2,21091.58744,385678.1667,MH
74095.71281,6,7,3,32774.02197,1121023.437,FL
62769.03468,6,8,4,43314.16108,1178553.616,VT
64836.65398,6,8,6,35163.51684,1296467.994,CA
59141.79644,6,4,2,29386.58045,313651.5032,FL
66698.73973,5,8,5,51747.77676,1530294.577,RI
75892.50628,5,7,3,40908.89232,1249914.395,AA
70031.27304,5,9,4,36679.43203,1270432.4,GU
79757.01856,4,6,2,45130.82828,1123753.734,OK
60029.43264,6,8,6,32818.06713,1005087.361,WI
70329.40988,6,8,4,48077.26496,1712282.259,PA
65907.94668,6,6,3,33303.5431,698457.6776,TN
87068.24513,6,7,4,16083.14442,1322439.108,AP
76327.21206,7,7,3,42939.27424,1599615.745,OH
62315.5837,7,6,3,47163.75462,1142264.248,TX
63579.89796,3,7,6,51246.10288,1012768.756,HI
66197.67377,6,6,4,55849.46922,1244916.548,RI
65984.29691,6,6,2,40976.78683,1016526.594,MH
70894.14113,7,7,4,24878.46173,1383565.696,CA
78186.23924,6,5,4,49617.73142,1526369.647,NE
59539.4124,6,8,3,14403.8353,961495.0964,MO
77163.30057,5,8,6,27766.76194,1228362.747,IN
67082.02587,6,9,4,40412.04776,1674680.741,AS
53120.62925,7,9,5,36100.57718,1411217.493,UT
79095.27923,7,7,3,23624.24894,1476392.551,PW
71244.17075,6,5,2,15769.19997,751324.1387,VT
79058.93991,5,7,3,35074.26481,1366714.376,IA
84703.62823,6,7,2,51169.58559,1718625.945,AP
73001.11125,5,8,3,45338.09139,1344869.28,DE
90972.40613,5,7,3,24943.96194,1442079.057,FM
77362.05456,6,5,3,24171.18247,1000892.046,WY
70850.16582,6,9,5,42035.99199,1553395.562,PA
81248.19697,8,7,4,48922.5214,1969256.933,AS
72173.33087,6,7,2,42946.08099,1435261.987,OH
46627.78948,5,6,3,37302.52534,718874.6798,AP
82113.98201,7,7,2,51561.26314,1883082.276,VA
62622.48379,6,9,6,48899.51382,1502443.23,CO
70607.28271,7,5,3,58793.2682,1513650.381,MN
80335.96155,6,5,4,56689.27907,1410264.405,AA
58765.0402,6,5,4,30997.43904,647691.8352,WY
86849.84442,6,6,3,45178.46768,1675062.891,MO
71918.66832,8,7,5,23690.69799,1336134.486,WV
75513.24689,5,8,7,37175.07064,1376240.615,VA
66359.15485,7,8,6,32976.80797,1680017.24,ME
68638.10785,6,6,2,25380.41301,1186025.951,MP
86084.33523,6,7,4,24447.1067,1460044.546,AA
55076.07222,6,6,4,23794.95178,650939.2067,IL
74682.22416,7,7,4,39293.653,1525690.995,MN
69379.23817,8,8,6,34612.76372,1827476.196,TX
